20250908	23:16:38	a767b508-72cc-4c6d-a881-1aa98dc00438	/	GET
20250908	23:16:40	a0424d86-7861-4310-b81f-7f1bb0eda4cc	/css/style.css	GET
20250908	23:16:54	99f366f9-065a-428b-a6ef-291c87bbef72	/new-page.html	GET
20250908	23:16:55	f835573f-56a1-4135-99a2-374352080207	/css/style.css	GET
20250908	23:16:56	08126aef-a26f-4e4a-9ece-69d0cefc922d	/img/img1.jpg	GET
20250908	23:17:50	9ce421f5-b64c-4bdd-a217-37ebfc76a8c4	/new-page.html	GET
20250908	23:18:49	f9bdd758-4cd2-4f30-b4d1-9011ba7dbc6b	/new-page.html	GET
20250908	23:18:50	3f7a7908-3b18-4889-84b1-f52f85c362f1	/img/img1.jpg	GET
20250908	23:18:50	4e178f55-e48e-4f22-80ca-ec39826bc0c8	/css/style.css	GET
20250908	23:18:56	2d427604-bc35-4828-8f08-cbf12a4aa33f	/	GET
20250908	23:18:56	7b16108c-dac5-40b4-b263-d6a60ac6f22e	/css/style.css	GET
20250909	09:04:38	86f4244f-ecea-46e1-9ac5-602a5a723bcb	/	GET
20250909	09:04:38	54e4e201-dafe-4002-a6fe-bbebe1b865c5	/css/style.css	GET
20250909	09:04:38	e379e146-5a17-47e1-b940-3258999733e1	/favicon.ico	GET
20250909	12:21:08	7aac3c58-2b79-40eb-bda8-7eeb981a120d	GET	undefined	/subdir/test.html
20250909	12:21:08	3afa3327-7280-4f3a-a7d5-cea5840048c2	GET	undefined	/subdir/test.html
20250909	12:23:08	5332be1a-fd7c-4bcf-9511-78854102158b	GET	undefined	/subdir/test.html
20250909	12:23:08	1ac07933-5f00-4fa0-8854-397d7022c1cb	GET	undefined	/subdir/test.html
20250909	12:23:09	04e010c0-c996-4afc-8680-5be06dc0462d	GET	undefined	/subdir/test.html
20250909	12:23:11	e33a7181-ac6f-4402-8b16-61907728e8b5	GET	undefined	/subdir/test.html
20250909	12:24:17	ce7b7963-177d-4494-ac34-de9381c2cc75	GET	undefined	/subdir/test.html
20250909	12:54:02	aee5ccfa-42cd-460f-94a7-86b784be4397	GET	undefined	/subdir/test.html
20250909	12:54:20	4e0363d6-597c-4da6-a729-8ec0b9304f28	GET	undefined	/subdir/
20250909	12:54:29	b4d1b522-05b6-4c23-92fa-64fa11d821cf	GET	undefined	/subdir/test.html
20250909	12:58:40	e972d175-f9e5-4d99-92c1-d92594f1a5dc	GET	undefined	/subdir/test.html
20250909	12:58:41	827b8f9e-76a1-4ca7-abb6-83f21f3efa58	GET	undefined	/subdir/test.html
20250909	12:58:43	5bdf87e9-a59f-4308-866b-0ae9663eaf27	GET	undefined	/subdir/test.html
20250909	13:00:14	510db16f-f085-44d4-ae09-43f271661fb5	GET	undefined	/subdir/test.html
20250909	13:00:14	f8f2c588-8eaa-442a-9ec4-b3f913119456	GET	undefined	/subdir/test.html
20250909	13:00:15	db8fb1ac-c4b3-4446-9ed6-9a4c764b4803	GET	undefined	/subdir/test.html
20250909	13:00:47	9eb39571-e828-4e29-b852-9c5feff30512	GET	undefined	/subdir/test.html
20250909	13:01:07	45088e16-3a1e-4781-90ed-8fb49831b2a4	GET	undefined	/subdir/test
20250909	13:26:25	a344f93d-d4f3-4d9b-89ab-c4d1d7aae0a7	GET	undefined	/subdir/hi
20250909	13:26:39	3badf3e7-9828-4069-a4cd-d0c112301e4c	GET	undefined	/subdir/yeet
20250909	13:26:39	ea5e96fa-3df1-480f-90ed-0d3a53033363	GET	undefined	/subdir/css/style.css
20250909	13:27:03	bc03385b-74cd-4c06-a40b-2e465d9a73ab	GET	undefined	/yeet
20250909	13:27:03	e489273d-5945-4415-bd9a-61eeb77dc00b	GET	undefined	/css/style.css
20250909	13:27:47	e4cd56ce-294a-4ae7-98ab-6129aa2fbb70	GET	undefined	/subdir/yeet
20250909	13:27:47	3977d22e-aabd-4caa-9342-cfb588f3bb48	GET	undefined	/subdir/css/style.css
20250909	19:26:51	78c27f95-6c8d-4a0d-be1b-409e3643af63	GET	undefined	/
20250909	19:26:51	fa1f7149-0330-4b39-b6c7-f263bab73c46	GET	undefined	/css/style.css
20250909	19:33:35	066edd9d-df70-4ecf-a690-69e42fb99e91	GET	undefined	/
20250909	19:34:05	95c45239-8697-48b2-a90f-d7c439bdb648	GET	undefined	/
20250909	19:34:06	89c2ad15-a95c-42a4-ad97-ae47142397ca	GET	undefined	/
20250909	19:34:50	1d3f7cc6-b76d-48af-92ec-bae5b1859d4d	GET	undefined	/
20250909	19:37:09	917b1b51-46f4-492e-9a20-6a9bdb8d9aba	GET	undefined	/
20250909	19:37:09	25795eba-d436-4e58-b1dc-55d66537db74	GET	undefined	/css/style.css
20250909	19:37:22	fcf706b3-9154-472c-9156-9c3bfcc5c578	GET	undefined	/john
20250909	19:37:22	39673c18-085c-48d3-afe7-2e0e054a83e6	GET	undefined	/css/style.css
20250909	19:37:38	4f77a335-228f-41ba-87d4-c84273f08b34	GET	undefined	/new-page.html
20250909	19:37:38	aaec3864-fca7-4d4e-aa3b-46bb8dabc3ab	GET	undefined	/css/style.css
20250909	19:37:38	b0242aed-ec3c-420a-8ce9-c1447f1d0ab1	GET	undefined	/img/img1.jpg
20250909	19:37:54	f571a839-2557-4c46-a39c-358b7b9ab4f1	GET	undefined	/old-page.html
20250909	19:37:54	22003692-b03e-4f40-8501-7a6ade57256f	GET	undefined	/new-page.html
20250909	19:37:54	312a1218-6a1a-4c86-afdf-9586a1396477	GET	undefined	/css/style.css
20250909	19:37:54	a13a3e00-9ba4-45a5-b5b9-0c63bccc71a0	GET	undefined	/img/img1.jpg
20250909	19:37:58	cd8ce92c-1fd6-4ff8-8fd6-f5daeb7ac045	GET	undefined	/index
20250909	19:37:58	b4d3b6f8-bbc1-4186-a8d1-64bed3fabcca	GET	undefined	/css/style.css
20250909	20:41:52	3623a3de-5b01-4882-bea1-932f7569be31	GET	undefined	/index
20250909	20:41:52	c82490d1-cbb5-44c3-9fa2-0c186b2f615f	GET	undefined	/css/style.css
20250909	20:45:33	06d47c83-3dde-4744-958e-e125c2fe0897	GET	undefined	/index
20250909	20:45:33	bf2118a4-bf58-44ad-b55b-de91eb71fe5b	GET	undefined	/css/style.css
20250909	20:45:56	bb768cfa-e56d-44dc-a14a-a9ef2d24eff6	GET	undefined	/
20250909	20:46:20	708b54d9-e70d-443c-9b3b-525ffbb2a3b0	GET	undefined	/employes
20250909	20:46:32	4620e230-36d8-4a95-ab89-5d7d6779fb8a	GET	undefined	/employes
20250909	20:47:29	05a594a1-3960-445d-a64d-9588e614105e	GET	undefined	/employes
20250909	20:47:51	bb5c9012-969b-4947-a4d6-e733acb57249	GET	undefined	/css/style.css
20250909	20:48:00	8d00e660-32fb-469b-8423-93320d773784	GET	undefined	/employes.json
20250909	20:49:26	305b60d8-da6d-4b72-9c86-19e7169e410f	POST	undefined	/employes
20250909	20:51:39	3647f0c9-28b1-4c25-9f4e-dc7426704217	POST	undefined	/employes
20250909	20:52:57	9780a937-5f0d-48de-97ba-113c26dcdbd0	POST	undefined	/employees
20250909	20:53:04	1147a5b2-3b07-434e-88a0-6f5fc514a7e9	GET	undefined	/employees
20250909	20:53:15	8da5d2ce-9d9d-4432-8abb-b0741b717bda	POST	undefined	/employees
20250909	20:54:14	31d36f39-2136-4ec7-9f77-6b4bc3801a2f	POST	undefined	/employees
20250909	20:55:23	c2f1ae71-2543-4ce2-a9a5-097b0547e25f	PUT	undefined	/employees
20250909	20:56:01	0d495a2e-b5d4-4c0f-9716-38ab4b224f23	DELETE	undefined	/employees
20250909	20:56:20	f401c8dc-fec6-4fbc-a056-fbad125c65a5	GET	undefined	/employees/1
20250909	21:19:07	0435deb8-4d58-4f4a-a79a-daca5ec9721d	GET	undefined	/employees/1
20250909	21:19:29	f3866c81-28ab-44a3-a536-8576829c291d	GET	undefined	/employees
20250909	21:20:12	17c22a54-6ad9-4ff9-8862-0349605448a2	PUT	undefined	/employees/1
20250910	19:15:24	fb35ca07-82e1-403f-8c30-c3dce61536d7	GET	undefined	/
20250910	19:15:24	3faac832-f6a6-4c2e-b2f4-5a7f413a5c05	GET	undefined	/css/style.css
20250910	19:18:31	d89d7fb9-32cb-4b1f-8c22-182eb44fcef6	GET	undefined	/employees
20250910	19:18:54	22656d88-7a9c-4d48-8911-a4d2823a6ab1	GET	undefined	/employees/:id
20250910	19:18:56	9f805f44-1dfe-4eae-bdab-e5f336e1fb35	GET	undefined	/employees/:1
20250910	19:18:58	cf780559-5f16-4f0c-a072-cddfdf2d70a3	GET	undefined	/employees/1
20250910	19:19:23	062540e0-88a0-4654-ad61-f7d2d3215d7e	GET	undefined	/employees
20250910	19:20:09	ef7dc39b-b14c-46c7-90cb-4614b2d24253	GET	undefined	/employees
20250910	19:20:33	1957fde6-6501-4646-bdde-634bc40028df	POST	undefined	/employees
20250910	19:21:20	b6d04326-20ba-4da6-ae04-090c13299e7f	POST	undefined	/employees
20250910	19:21:58	24089bb7-9ed4-4820-b214-5bf09db35652	PUT	undefined	/employees
20250910	19:22:25	f0b91159-b064-4727-b96c-cbe20d75d5f2	DELETE	undefined	/employees
20250910	19:24:20	c601fff4-023c-4db1-9537-cfc0ef5c7aea	GET	undefined	/employees
20250910	19:24:28	d49bf893-1f32-461a-8cbb-9475459a9cfe	GET	undefined	/employees
20250910	19:25:14	89a81612-edb2-4a56-b07e-7799d35822f7	GET	undefined	/employees/:3
20250910	19:25:27	ce2740e4-c06d-4e49-a155-26e0bc0e5c04	GET	undefined	/employees/:1
20250910	19:25:43	bf47675a-1b69-4d46-afd4-a984069e94b1	GET	undefined	/employees/
20250910	19:26:34	dd3238a4-4a8d-484e-856e-e64a58dacd80	GET	undefined	/employees/
20250910	19:27:24	dd33a032-1eba-4ca7-a725-47d8f9c8d586	POST	undefined	/employees/
20250910	19:27:57	5f02be14-4a1b-4cd7-aada-fcab3d71ae34	PUT	undefined	/employees/
20250910	19:28:10	48937e5a-8ed9-4780-97cc-5cf942328192	DELETE	undefined	/employees/
20250910	19:28:23	c29b03bd-e7eb-4d10-b5b1-3e102c51f33c	GET	undefined	/employees/
20250910	19:28:52	ab99e31c-9cf9-4a75-be13-289f247ca754	GET	undefined	/employees/1
20250910	19:29:42	9294de00-330a-4c9b-8477-60ae3cb508ef	GET	undefined	/employees/1
20250910	19:29:43	c361f7db-5d9d-4e0e-ab8b-189486b140e7	GET	undefined	/employees/1
20250910	19:29:43	a214753e-f4e7-4b9c-a4aa-7449a75f281b	GET	undefined	/employees/1
20250910	19:29:55	e2430da6-28a6-4d41-b12e-66778c41a267	GET	undefined	/employees/1
20250910	19:30:40	07e7f444-1ab5-4277-946c-26dd61586467	GET	undefined	/employees/1
20250910	19:30:41	7082905f-fdc8-4093-b148-dc99187ab567	GET	undefined	/employees/1
20250910	19:30:41	73dbbfb3-4893-47f7-a4dd-cba21d75b657	GET	undefined	/employees/1
20250910	19:30:41	1341fa11-80f5-4c30-8390-51a085a39ef8	GET	undefined	/employees/1
20250910	19:30:47	e4a03868-a605-4d1e-a29f-e9bf8fe089b3	GET	undefined	/employees/1
20250910	19:30:48	1c69c4e4-6f4b-4fc8-9a48-510af8a46ece	GET	undefined	/employees/1
20250910	19:30:48	b3e5b46e-8e3f-4e32-b320-52e44a26bd33	GET	undefined	/employees/1
20250910	19:32:39	f75b97e3-24ad-4574-ade4-e1920cbca737	GET	undefined	/employees/1
20250910	19:32:39	b7c44c1f-d518-4036-b45d-b6f61ac54054	GET	undefined	/favicon.ico
20250910	19:33:22	54cdb1fa-4cc8-4f54-8313-b2d61901fcdd	GET	undefined	/employees/1
20250910	19:33:26	73b28db3-1c07-47fc-84bc-7b3db7bf3bac	GET	undefined	/employees/3
20250910	22:00:19	62969ccb-4e98-479e-b0b8-9e2bc76153c5	GET	undefined	/
20250910	22:00:19	30046641-ebb3-40d7-a6a3-ae046696f9e0	GET	undefined	/css/style.css
20250910	22:04:01	3b9b8006-9d87-408d-b3f1-2aea52dc1838	POST	undefined	/register
20250910	22:05:15	157280dd-06d3-4762-b435-fd26cdc395db	POST	undefined	/register
20250910	22:05:45	4439b323-c3cc-4894-bc4d-e45f5761dd35	POST	undefined	/register
20250910	22:07:28	a6d5a5db-7358-40ca-8b5f-16885bc18c53	POST	undefined	/register
20250910	22:08:05	e2be17c8-03bd-4965-af60-31ffc10e1cbb	POST	undefined	/register
20250910	22:10:03	2fe8b58c-e2c3-41d3-b28b-2adffbf87062	POST	undefined	/register
20250910	22:19:04	99a07e9a-6758-4ce9-ab39-a06fe13ff73d	POST	undefined	/register
20250910	22:19:14	e18a502c-609d-4910-bb4e-2dabc5602af0	GET	undefined	/auth
20250910	22:19:56	ce2d4a13-fd2c-4951-9cdb-7de31911e2ac	POST	undefined	/auth
20250910	22:20:07	60165ca4-8691-4379-a8f3-ba095dcfed44	POST	undefined	/auth
